"","ensembl_gene_id_version","mgi_id","mgi_symbol","chromosome_name","strand","start_position","end_position","description","gene_biotype"
"45297","ENSMUSG00000012017.5","MGI:1858430","Scarf2","16",1,17615146,17626157,"scavenger receptor class F, member 2 [Source:MGI Symbol;Acc:MGI:1858430]","protein_coding"
"45299","ENSMUSG00000116652.3","MGI:3045365","Fam246a","16",1,17650985,17652872,"family with sequence similarity 246 member A [Source:MGI Symbol;Acc:MGI:3045365]","protein_coding"
"45300","ENSMUSG00000090236.4","MGI:1931324","Car15","16",-1,17653140,17656228,"carbonic anhydrase 15 [Source:MGI Symbol;Acc:MGI:1931324]","protein_coding"
"45302","ENSMUSG00000003166.21","MGI:892866","Dgcr2","16",-1,17657346,17716426,"DiGeorge syndrome critical region gene 2 [Source:MGI Symbol;Acc:MGI:892866]","protein_coding"
"45303","ENSMUSG00000041566.4","MGI:1347557","Tssk1","16",1,17712087,17715786,"testis-specific serine kinase 1 [Source:MGI Symbol;Acc:MGI:1347557]","protein_coding"
"45304","ENSMUSG00000045521.8","MGI:1347559","Tssk2","16",1,17716501,17717888,"testis-specific serine kinase 2 [Source:MGI Symbol;Acc:MGI:1347559]","protein_coding"
"45305","ENSMUSG00000003527.10","MGI:107854","Ess2","16",-1,17718573,17729212,"ess-2 splicing factor [Source:MGI Symbol;Acc:MGI:107854]","protein_coding"
"45306","ENSMUSG00000022738.8","MGI:892006","Gsc2","16",-1,17730971,17732923,"goosecoid homebox 2 [Source:MGI Symbol;Acc:MGI:892006]","protein_coding"
"45307","ENSMUSG00000003528.16","MGI:1345283","Slc25a1","16",-1,17743087,17746083,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345283]","protein_coding"
"45308","ENSMUSG00000059280.5","MGI:98937","Vpreb1b","16",1,17798292,17799137,"V-set pre-B cell surrogate light chain 1B [Source:MGI Symbol;Acc:MGI:98937]","protein_coding"
"45309","ENSMUSG00000003531.16","MGI:1202877","Dgcr6","16",1,17870724,17889496,"DiGeorge syndrome critical region gene 6 [Source:MGI Symbol;Acc:MGI:1202877]","protein_coding"
"45310","ENSMUSG00000003526.13","MGI:97770","Prodh","16",-1,17878221,17908067,"proline dehydrogenase [Source:MGI Symbol;Acc:MGI:97770]","protein_coding"
"45311","ENSMUSG00000043811.6","MGI:2136886","Rtn4r","16",1,17945506,17970272,"reticulon 4 receptor [Source:MGI Symbol;Acc:MGI:2136886]","protein_coding"
"45313","ENSMUSG00000090777.3","MGI:3647803","Ccdc188","16",1,18035743,18038212,"coiled-coil domain containing 188 [Source:MGI Symbol;Acc:MGI:3647803]","protein_coding"
"45314","ENSMUSG00000060166.7","MGI:1338012","Zdhhc8","16",-1,18038617,18053000,"zinc finger, DHHC domain containing 8 [Source:MGI Symbol;Acc:MGI:1338012]","protein_coding"
"45315","ENSMUSG00000005262.14","MGI:109353","Ufd1","16",1,18630529,18654011,"ubiquitin recognition factor in ER-associated degradation 1 [Source:MGI Symbol;Acc:MGI:109353]","protein_coding"
"45318","ENSMUSG00000022706.17","MGI:1332635","Mrpl40","16",-1,18690768,18695612,"mitochondrial ribosomal protein L40 [Source:MGI Symbol;Acc:MGI:1332635]","protein_coding"
"45319","ENSMUSG00000022702.17","MGI:99430","Hira","16",1,18695787,18789059,"histone cell cycle regulator [Source:MGI Symbol;Acc:MGI:99430]","protein_coding"
"45339","ENSMUSG00000050742.6","MGI:3029998","Or2m12","16",-1,19102854,19132814,"olfactory receptor family 2 subfamily M member 12 [Source:MGI Symbol;Acc:MGI:3029998]","protein_coding"
"45342","ENSMUSG00000050158.8","MGI:3029999","Or2m13","16",-1,19224994,19241884,"olfactory receptor family 2 subfamily M member 13 [Source:MGI Symbol;Acc:MGI:3029999]","protein_coding"
"45344","ENSMUSG00000056822.5","MGI:3030000","Or2l13","16",1,19302444,19308632,"olfactory receptor family 2 subfamily L member 13 [Source:MGI Symbol;Acc:MGI:3030000]","protein_coding"
"45345","ENSMUSG00000045341.3","MGI:3030001","Or2l5","16",-1,19328308,19341016,"olfactory receptor family 2 subfamily L member 5 [Source:MGI Symbol;Acc:MGI:3030001]","protein_coding"
"45346","ENSMUSG00000061361.3","MGI:3030002","Or2l13b","16",-1,19348024,19354305,"olfactory receptor family 2 subfamily L member 13B [Source:MGI Symbol;Acc:MGI:3030002]","protein_coding"
"45347","ENSMUSG00000068535.3","MGI:3030003","Or2aj4","16",-1,19383639,19390559,"olfactory receptor family 2 subfamily AJ member 4 [Source:MGI Symbol;Acc:MGI:3030003]","protein_coding"
"45348","ENSMUSG00000062245.5","MGI:3030004","Or2aj5","16",-1,19424446,19430632,"olfactory receptor family 2 subfamily AJ member 5 [Source:MGI Symbol;Acc:MGI:3030004]","protein_coding"
"45349","ENSMUSG00000060480.6","MGI:3030005","Or2aj6","16",-1,19442680,19448666,"olfactory receptor family 2 subfamily AJ member 6 [Source:MGI Symbol;Acc:MGI:3030005]","protein_coding"
"45351","ENSMUSG00000041247.9","MGI:2441659","Lamp3","16",-1,19472128,19525125,"lysosomal-associated membrane protein 3 [Source:MGI Symbol;Acc:MGI:2441659]","protein_coding"
"45353","ENSMUSG00000022686.15","MGI:2137302","B3gnt5","16",1,19578958,19591503,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2137302]","protein_coding"
"45358","ENSMUSG00000043008.10","MGI:2686922","Klhl6","16",-1,19765246,19801787,"kelch-like 6 [Source:MGI Symbol;Acc:MGI:2686922]","protein_coding"
"45359","ENSMUSG00000062901.4","MGI:1923035","Klhl24","16",1,19916292,19947971,"kelch-like 24 [Source:MGI Symbol;Acc:MGI:1923035]","protein_coding"
"45368","ENSMUSG00000049871.15","MGI:2444070","Nlrc3","16",-1,3762871,3794496,"NLR family, CARD domain containing 3 [Source:MGI Symbol;Acc:MGI:2444070]","protein_coding"
"45369","ENSMUSG00000039738.17","MGI:106299","Slx4","16",-1,3796969,3821634,"SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:106299]","protein_coding"
"45370","ENSMUSG00000005980.16","MGI:103157","Dnase1","16",1,3854806,3857888,"deoxyribonuclease I [Source:MGI Symbol;Acc:MGI:103157]","protein_coding"
"45371","ENSMUSG00000005981.12","MGI:1915265","Trap1","16",-1,3857835,3895691,"TNF receptor-associated protein 1 [Source:MGI Symbol;Acc:MGI:1915265]","protein_coding"
"45374","ENSMUSG00000022521.11","MGI:1098280","Crebbp","16",-1,3899192,4031861,"CREB binding protein [Source:MGI Symbol;Acc:MGI:1098280]","protein_coding"
"45376","ENSMUSG00000005580.12","MGI:108450","Adcy9","16",-1,4105393,4238362,"adenylate cyclase 9 [Source:MGI Symbol;Acc:MGI:108450]","protein_coding"
"45378","ENSMUSG00000022843.18","MGI:105061","Clcn2","16",-1,20521714,20536496,"chloride channel, voltage-sensitive 2 [Source:MGI Symbol;Acc:MGI:105061]","protein_coding"
"45379","ENSMUSG00000022519.15","MGI:2146620","Srl","16",-1,4298080,4359680,"sarcalumenin [Source:MGI Symbol;Acc:MGI:2146620]","protein_coding"
"45381","ENSMUSG00000021018.9","MGI:2384309","Polr2h","16",1,20536415,20541017,"polymerase (RNA) II (DNA directed) polypeptide H [Source:MGI Symbol;Acc:MGI:2384309]","protein_coding"
"45382","ENSMUSG00000005718.9","MGI:103239","Tfap4","16",-1,4362525,4377718,"transcription factor AP4 [Source:MGI Symbol;Acc:MGI:103239]","protein_coding"
"45383","ENSMUSG00000014303.14","MGI:1932535","Glis2","16",1,4412577,4442788,"GLIS family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1932535]","protein_coding"
"45384","ENSMUSG00000014301.14","MGI:1913699","Pam16","16",-1,4434328,4442852,"presequence translocase-asssociated motor 16 [Source:MGI Symbol;Acc:MGI:1913699]","protein_coding"
"45385","ENSMUSG00000022847.16","MGI:101875","Thpo","16",-1,20543204,20553261,"thrombopoietin [Source:MGI Symbol;Acc:MGI:101875]","protein_coding"
"45386","ENSMUSG00000039637.16","MGI:1926135","Coro7","16",-1,4443997,4497641,"coronin 7 [Source:MGI Symbol;Acc:MGI:1926135]","protein_coding"
"45387","ENSMUSG00000039646.6","MGI:2177651","Vasn","16",1,4457805,4468666,"vasorin [Source:MGI Symbol;Acc:MGI:2177651]","protein_coding"
"45388","ENSMUSG00000006958.15","MGI:1313268","Chrd","16",1,20551877,20561134,"chordin [Source:MGI Symbol;Acc:MGI:1313268]","protein_coding"
"45398","ENSMUSG00000090356.3","MGI:1913811","Teddm3","16",-1,20971405,20972750,"transmembrane epididymal family member 3 [Source:MGI Symbol;Acc:MGI:1913811]","protein_coding"
"45399","ENSMUSG00000004069.18","MGI:1933786","Dnaja3","16",1,4457853,4525559,"DnaJ heat shock protein family (Hsp40) member A3 [Source:MGI Symbol;Acc:MGI:1933786]","protein_coding"
"45400","ENSMUSG00000005958.16","MGI:104770","Ephb3","16",1,21023505,21042055,"Eph receptor B3 [Source:MGI Symbol;Acc:MGI:104770]","protein_coding"
"45403","ENSMUSG00000063445.15","MGI:1915074","Nmral1","16",-1,4527923,4537220,"NmrA-like family domain containing 1 [Source:MGI Symbol;Acc:MGI:1915074]","protein_coding"
"45404","ENSMUSG00000004070.16","MGI:109373","Hmox2","16",1,4544225,4584606,"heme oxygenase 2 [Source:MGI Symbol;Acc:MGI:109373]","protein_coding"
"45406","ENSMUSG00000004071.14","MGI:1913876","Cdip1","16",-1,4568212,4608156,"cell death inducing Trp53 target 1 [Source:MGI Symbol;Acc:MGI:1913876]","protein_coding"
"45408","ENSMUSG00000039568.7","MGI:1916255","Ubald1","16",-1,4692642,4698179,"UBA-like domain containing 1 [Source:MGI Symbol;Acc:MGI:1916255]","protein_coding"
"45409","ENSMUSG00000022517.18","MGI:2447670","Mgrn1","16",1,4704113,4756160,"mahogunin, ring finger 1 [Source:MGI Symbol;Acc:MGI:2447670]","protein_coding"
"45411","ENSMUSG00000022516.11","MGI:1914161","Nudt16l1","16",1,4756625,4758896,"nudix hydrolase 16 like 1 [Source:MGI Symbol;Acc:MGI:1914161]","protein_coding"
"45413","ENSMUSG00000022853.8","MGI:1277964","Ehhadh","16",-1,21580037,21606557,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1277964]","protein_coding"
"45415","ENSMUSG00000033618.8","MGI:2444243","Map3k13","16",1,21613096,21752189,"mitogen-activated protein kinase kinase kinase 13 [Source:MGI Symbol;Acc:MGI:2444243]","protein_coding"
"45422","ENSMUSG00000022715.4","MGI:1921970","Tmem114","16",-1,8227139,8243000,"transmembrane protein 114 [Source:MGI Symbol;Acc:MGI:1921970]","protein_coding"
"45424","ENSMUSG00000039345.17","MGI:2384301","Mettl22","16",1,8288652,8308548,"methyltransferase 22, Kin17 lysine [Source:MGI Symbol;Acc:MGI:2384301]","protein_coding"
"45426","ENSMUSG00000013089.16","MGI:1096867","Etv5","16",-1,22200059,22258469,"ets variant 5 [Source:MGI Symbol;Acc:MGI:1096867]","protein_coding"
"45427","ENSMUSG00000057880.13","MGI:2443582","Abat","16",1,8331293,8439432,"4-aminobutyrate aminotransferase [Source:MGI Symbol;Acc:MGI:2443582]","protein_coding"
"45431","ENSMUSG00000043140.11","MGI:1913940","Tmem186","16",-1,8451093,8455576,"transmembrane protein 186 [Source:MGI Symbol;Acc:MGI:1913940]","protein_coding"
"45432","ENSMUSG00000022861.18","MGI:105060","Dgkg","16",-1,22287211,22475971,"diacylglycerol kinase, gamma [Source:MGI Symbol;Acc:MGI:105060]","protein_coding"
"45437","ENSMUSG00000022711.17","MGI:1859214","Pmm2","16",1,8455538,8480331,"phosphomannomutase 2 [Source:MGI Symbol;Acc:MGI:1859214]","protein_coding"
"45440","ENSMUSG00000033501.6","MGI:1298216","Crygs","16",-1,22623953,22630327,"crystallin, gamma S [Source:MGI Symbol;Acc:MGI:1298216]","protein_coding"
"45441","ENSMUSG00000008393.10","MGI:1196368","Carhsp1","16",-1,8476444,8490019,"calcium regulated heat stable protein 1 [Source:MGI Symbol;Acc:MGI:1196368]","protein_coding"
"45442","ENSMUSG00000107252.2","MGI:3643507","Litafd","16",1,8498634,8501775,"LITAF domain containing [Source:MGI Symbol;Acc:MGI:3643507]","protein_coding"
"45443","ENSMUSG00000004462.8","MGI:1917823","Tbccd1","16",-1,22631964,22676419,"TBCC domain containing 1 [Source:MGI Symbol;Acc:MGI:1917823]","protein_coding"
"45444","ENSMUSG00000004460.18","MGI:1915088","Dnajb11","16",1,22676595,22698384,"DnaJ heat shock protein family (Hsp40) member B11 [Source:MGI Symbol;Acc:MGI:1915088]","protein_coding"
"45445","ENSMUSG00000022710.18","MGI:2182061","Usp7","16",-1,8507459,8610172,"ubiquitin specific peptidase 7 [Source:MGI Symbol;Acc:MGI:2182061]","protein_coding"
"45446","ENSMUSG00000022868.7","MGI:107189","Ahsg","16",1,22710027,22718199,"alpha-2-HS-glycoprotein [Source:MGI Symbol;Acc:MGI:107189]","protein_coding"
"45448","ENSMUSG00000022507.7","MGI:1916303","Hapstr1","16",1,8647964,8676786,"HUWE1 associated protein modifying stress responses [Source:MGI Symbol;Acc:MGI:1916303]","protein_coding"
"45453","ENSMUSG00000022871.14","MGI:1890221","Fetub","16",1,22737084,22758528,"fetuin beta [Source:MGI Symbol;Acc:MGI:1890221]","protein_coding"
"45454","ENSMUSG00000039209.13","MGI:1915422","Rpl39l","16",1,9988090,9992775,"ribosomal protein L39-like [Source:MGI Symbol;Acc:MGI:1915422]","protein_coding"
"45456","ENSMUSG00000022877.10","MGI:2146636","Hrg","16",1,22769822,22780406,"histidine-rich glycoprotein [Source:MGI Symbol;Acc:MGI:2146636]","protein_coding"
"45457","ENSMUSG00000039200.17","MGI:1922579","Atf7ip2","16",1,10010576,10069342,"activating transcription factor 7 interacting protein 2 [Source:MGI Symbol;Acc:MGI:1922579]","protein_coding"
"45461","ENSMUSG00000060459.15","MGI:3027157","Kng2","16",-1,22804604,22848232,"kininogen 2 [Source:MGI Symbol;Acc:MGI:3027157]","protein_coding"
"45463","ENSMUSG00000022505.10","MGI:1098726","Emp2","16",-1,10099613,10131832,"epithelial membrane protein 2 [Source:MGI Symbol;Acc:MGI:1098726]","protein_coding"
"45466","ENSMUSG00000039179.14","MGI:1917676","Tekt5","16",-1,10175812,10213354,"tektin 5 [Source:MGI Symbol;Acc:MGI:1917676]","protein_coding"
"45467","ENSMUSG00000022503.11","MGI:1347073","Nubp1","16",1,10229812,10242292,"nucleotide binding protein 1 [Source:MGI Symbol;Acc:MGI:1347073]","protein_coding"
"45468","ENSMUSG00000050908.13","MGI:3665441","Tvp23a","16",-1,10238421,10265226,"trans-golgi network vesicle protein 23A [Source:MGI Symbol;Acc:MGI:3665441]","protein_coding"
"45469","ENSMUSG00000022875.19","MGI:1097705","Kng1","16",1,22876615,22900828,"kininogen 1 [Source:MGI Symbol;Acc:MGI:1097705]","protein_coding"
"45470","ENSMUSG00000022504.11","MGI:108445","Ciita","16",1,10297923,10346282,"class II transactivator [Source:MGI Symbol;Acc:MGI:108445]","protein_coding"
"45471","ENSMUSG00000038055.13","MGI:1926236","Dexi","16",-1,10320395,10360918,"dexamethasone-induced transcript [Source:MGI Symbol;Acc:MGI:1926236]","protein_coding"
"45472","ENSMUSG00000022884.17","MGI:106906","Eif4a2","16",1,22926194,22932886,"eukaryotic translation initiation factor 4A2 [Source:MGI Symbol;Acc:MGI:106906]","protein_coding"
"45479","ENSMUSG00000022881.16","MGI:2146571","Rfc4","16",-1,22932693,22946487,"replication factor C (activator 1) 4 [Source:MGI Symbol;Acc:MGI:2146571]","protein_coding"
"45481","ENSMUSG00000022878.6","MGI:106675","Adipoq","16",1,22965286,22976778,"adiponectin, C1Q and collagen domain containing [Source:MGI Symbol;Acc:MGI:106675]","protein_coding"
"45484","ENSMUSG00000022885.17","MGI:108470","St6gal1","16",1,23043490,23179100,"beta galactoside alpha 2,6 sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:108470]","protein_coding"
"45487","ENSMUSG00000033383.7","MGI:2685450","Rtp1","16",1,23247883,23252710,"receptor transporter protein 1 [Source:MGI Symbol;Acc:MGI:2685450]","protein_coding"
"45488","ENSMUSG00000022887.10","MGI:88492","Masp1","16",-1,23268167,23339565,"MBL associated serine protease 1 [Source:MGI Symbol;Acc:MGI:88492]","protein_coding"
"45491","ENSMUSG00000033355.7","MGI:1915025","Rtp4","16",1,23339041,23432972,"receptor transporter protein 4 [Source:MGI Symbol;Acc:MGI:1915025]","protein_coding"
"45492","ENSMUSG00000033306.16","MGI:2441849","Lpp","16",1,24212257,24811328,"LIM domain containing preferred translocation partner in lipoma [Source:MGI Symbol;Acc:MGI:2441849]","protein_coding"
"45493","ENSMUSG00000068663.15","MGI:1921624","Clec16a","16",1,10363203,10562742,"C-type lectin domain family 16, member A [Source:MGI Symbol;Acc:MGI:1921624]","protein_coding"
"45496","ENSMUSG00000048399.5","MGI:1918588","Tprg1","16",1,25105567,25241094,"transformation related protein 63 regulated 1 [Source:MGI Symbol;Acc:MGI:1918588]","protein_coding"
"45498","ENSMUSG00000022498.17","MGI:1923620","Txndc11","16",-1,10892775,10952514,"thioredoxin domain containing 11 [Source:MGI Symbol;Acc:MGI:1923620]","protein_coding"
"45499","ENSMUSG00000037965.16","MGI:2445044","Zc3h7a","16",-1,10954456,10994257,"zinc finger CCCH type containing 7 A [Source:MGI Symbol;Acc:MGI:2445044]","protein_coding"
"45504","ENSMUSG00000005846.13","MGI:1913659","Rsl1d1","16",-1,11010834,11021195,"ribosomal L1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913659]","protein_coding"
"45505","ENSMUSG00000022510.15","MGI:1330810","Trp63","16",1,25502513,25710852,"transformation related protein 63 [Source:MGI Symbol;Acc:MGI:1330810]","protein_coding"
"45506","ENSMUSG00000062203.16","MGI:1316728","Gspt1","16",-1,11037156,11072189,"G1 to S phase transition 1 [Source:MGI Symbol;Acc:MGI:1316728]","protein_coding"
"45508","ENSMUSG00000022496.6","MGI:1343050","Tnfrsf17","16",1,11131676,11137938,"tumor necrosis factor receptor superfamily, member 17 [Source:MGI Symbol;Acc:MGI:1343050]","protein_coding"
"45511","ENSMUSG00000038168.6","MGI:2146663","P3h2","16",-1,25778038,25924534,"prolyl 3-hydroxylase 2 [Source:MGI Symbol;Acc:MGI:2146663]","protein_coding"
"45513","ENSMUSG00000022512.4","MGI:1276109","Cldn1","16",-1,26175392,26190591,"claudin 1 [Source:MGI Symbol;Acc:MGI:1276109]","protein_coding"
"45514","ENSMUSG00000038148.14","MGI:2148742","Cldn16","16",1,26281885,26301515,"claudin 16 [Source:MGI Symbol;Acc:MGI:2148742]","protein_coding"
"45515","ENSMUSG00000091972.3","MGI:2685386","Tmem207","16",-1,26322406,26345519,"transmembrane protein 207 [Source:MGI Symbol;Acc:MGI:2685386]","protein_coding"
"45516","ENSMUSG00000071669.15","MGI:1921728","Snx29","16",1,11140772,11573336,"sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728]","protein_coding"
"45519","ENSMUSG00000065979.13","MGI:2443300","Cpped1","16",-1,11621585,11727309,"calcineurin-like phosphoesterase domain containing 1 [Source:MGI Symbol;Acc:MGI:2443300]","protein_coding"
"45520","ENSMUSG00000022494.16","MGI:1919805","Shisa9","16",1,11801977,12088766,"shisa family member 9 [Source:MGI Symbol;Acc:MGI:1919805]","protein_coding"
"45525","ENSMUSG00000022514.15","MGI:104975","Il1rap","16",1,26400454,26548867,"interleukin 1 receptor accessory protein [Source:MGI Symbol;Acc:MGI:104975]","protein_coding"
"45526","ENSMUSG00000022545.14","MGI:1354163","Ercc4","16",1,12927548,12968481,"excision repair cross-complementing rodent repair deficiency, complementation group 4 [Source:MGI Symbol;Acc:MGI:1354163]","protein_coding"
"45527","ENSMUSG00000068428.8","MGI:2685452","Gmnc","16",-1,26732303,26810402,"geminin coiled-coil domain containing [Source:MGI Symbol;Acc:MGI:2685452]","protein_coding"
"45528","ENSMUSG00000052276.9","MGI:2677164","Ostn","16",1,27126239,27169962,"osteocrin [Source:MGI Symbol;Acc:MGI:2677164]","protein_coding"
"45531","ENSMUSG00000056423.8","MGI:2677064","Uts2b","16",-1,27172072,27188989,"urotensin 2B [Source:MGI Symbol;Acc:MGI:2677064]","protein_coding"
"45532","ENSMUSG00000009569.15","MGI:3050795","Mrtfb","16",1,13074345,13235393,"myocardin related transcription factor B [Source:MGI Symbol;Acc:MGI:3050795]","protein_coding"
"45537","ENSMUSG00000022685.10","MGI:1921358","Parn","16",-1,13355824,13486034,"poly(A)-specific ribonuclease (deadenylation nuclease) [Source:MGI Symbol;Acc:MGI:1921358]","protein_coding"
"45538","ENSMUSG00000022682.9","MGI:1925255","Rrn3","16",1,13598572,13632703,"RRN3 RNA polymerase I transcription factor homolog (yeast) [Source:MGI Symbol;Acc:MGI:1925255]","protein_coding"
"45539","ENSMUSG00000038127.16","MGI:1914751","Ccdc50","16",1,27207619,27270968,"coiled-coil domain containing 50 [Source:MGI Symbol;Acc:MGI:1914751]","protein_coding"
"45542","ENSMUSG00000022681.16","MGI:108471","Ntan1","16",1,13636709,13653315,"N-terminal Asn amidase [Source:MGI Symbol;Acc:MGI:108471]","protein_coding"
"45543","ENSMUSG00000022523.11","MGI:109183","Fgf12","16",-1,27978850,28571820,"fibroblast growth factor 12 [Source:MGI Symbol;Acc:MGI:109183]","protein_coding"
"45546","ENSMUSG00000051065.10","MGI:1917028","Mb21d2","16",-1,28644928,28748425,"Mab-21 domain containing 2 [Source:MGI Symbol;Acc:MGI:1917028]","protein_coding"
"45548","ENSMUSG00000022525.14","MGI:1351473","Plaat1","16",1,29028447,29049283,"phospholipase A and acyltransferase 1 [Source:MGI Symbol;Acc:MGI:1351473]","protein_coding"
"45549","ENSMUSG00000022680.15","MGI:1920909","Pdxdc1","16",-1,13651012,13720995,"pyridoxal-dependent decarboxylase domain containing 1 [Source:MGI Symbol;Acc:MGI:1920909]","protein_coding"
"45550","ENSMUSG00000048939.14","MGI:2444068","Atp13a5","16",-1,29050603,29197550,"ATPase type 13A5 [Source:MGI Symbol;Acc:MGI:2444068]","protein_coding"
"45552","ENSMUSG00000022679.14","MGI:2135951","Mpv17l","16",1,13721025,13767483,"Mpv17 transgene, kidney disease mutant-like [Source:MGI Symbol;Acc:MGI:2135951]","protein_coding"
"45554","ENSMUSG00000038094.16","MGI:1924456","Atp13a4","16",-1,29214671,29363682,"ATPase type 13A4 [Source:MGI Symbol;Acc:MGI:1924456]","protein_coding"
"45556","ENSMUSG00000038084.17","MGI:1921393","Opa1","16",1,29398152,29473702,"OPA1, mitochondrial dynamin like GTPase [Source:MGI Symbol;Acc:MGI:1921393]","protein_coding"
"45558","ENSMUSG00000047953.8","MGI:1096363","Gp5","16",-1,30126503,30129597,"glycoprotein 5 platelet [Source:MGI Symbol;Acc:MGI:1096363]","protein_coding"
"45559","ENSMUSG00000022533.15","MGI:2685387","Atp13a3","16",-1,30131241,30224793,"ATPase type 13A3 [Source:MGI Symbol;Acc:MGI:2685387]","protein_coding"
"45561","ENSMUSG00000022537.19","MGI:1924489","Tmem44","16",-1,30330673,30369660,"transmembrane protein 44 [Source:MGI Symbol;Acc:MGI:1924489]","protein_coding"
"45562","ENSMUSG00000022538.21","MGI:107236","Lsg1","16",-1,30379312,30406410,"large 60S subunit nuclear export GTPase 1 [Source:MGI Symbol;Acc:MGI:107236]","protein_coding"
"45563","ENSMUSG00000046546.4","MGI:2676309","Fam43a","16",1,30418541,30421615,"family with sequence similarity 43, member A [Source:MGI Symbol;Acc:MGI:2676309]","protein_coding"
"45567","ENSMUSG00000047434.15","MGI:2146443","Xxylt1","16",-1,30773962,30900250,"xyloside xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2146443]","protein_coding"
"45569","ENSMUSG00000049076.13","MGI:1925868","Acap2","16",-1,30911230,31020063,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:MGI Symbol;Acc:MGI:1925868]","protein_coding"
"45571","ENSMUSG00000047714.15","MGI:1914099","Ppp1r2","16",-1,31070355,31094095,"protein phosphatase 1, regulatory inhibitor subunit 2 [Source:MGI Symbol;Acc:MGI:1914099]","protein_coding"
"45574","ENSMUSG00000022548.15","MGI:88056","Apod","16",-1,31115010,31133626,"apolipoprotein D [Source:MGI Symbol;Acc:MGI:88056]","protein_coding"
"45576","ENSMUSG00000046598.16","MGI:1919161","Bdh1","16",1,31241098,31277719,"3-hydroxybutyrate dehydrogenase, type 1 [Source:MGI Symbol;Acc:MGI:1919161]","protein_coding"
"45577","ENSMUSG00000022770.18","MGI:107231","Dlg1","16",1,31482261,31693947,"discs large MAGUK scaffold protein 1 [Source:MGI Symbol;Acc:MGI:107231]","protein_coding"
"45578","ENSMUSG00000023055.11","MGI:1914738","Calcoco1","15",-1,102615212,102630613,"calcium binding and coiled coil domain 1 [Source:MGI Symbol;Acc:MGI:1914738]","protein_coding"
"45580","ENSMUSG00000075394.5","MGI:96195","Hoxc4","15",1,102927366,102945278,"homeobox C4 [Source:MGI Symbol;Acc:MGI:96195]","protein_coding"
"45586","ENSMUSG00000022780.6","MGI:1353421","Meltf","16",1,31697628,31717838,"melanotransferrin [Source:MGI Symbol;Acc:MGI:1353421]","protein_coding"
"45589","ENSMUSG00000045625.6","MGI:2443822","Pigz","16",1,31752669,31764864,"phosphatidylinositol glycan anchor biosynthesis, class Z [Source:MGI Symbol;Acc:MGI:2443822]","protein_coding"
"45590","ENSMUSG00000107002.2","MGI:1913301","Ncbp2as2","16",-1,31765868,31767312,"Ncbp2 antisense 2 (head to head) [Source:MGI Symbol;Acc:MGI:1913301]","protein_coding"
"45591","ENSMUSG00000022774.14","MGI:1915342","Ncbp2","16",1,31767331,31780599,"nuclear cap binding protein subunit 2 [Source:MGI Symbol;Acc:MGI:1915342]","protein_coding"
"45592","ENSMUSG00000022772.13","MGI:2443596","Senp5","16",-1,31778490,31822105,"SUMO/sentrin specific peptidase 5 [Source:MGI Symbol;Acc:MGI:2443596]","protein_coding"
"45598","ENSMUSG00000022781.9","MGI:1339984","Pak2","16",-1,31835108,31898160,"p21 (RAC1) activated kinase 2 [Source:MGI Symbol;Acc:MGI:1339984]","protein_coding"
"45600","ENSMUSG00000023791.19","MGI:1919334","Pigx","16",-1,31903234,31918558,"phosphatidylinositol glycan anchor biosynthesis, class X [Source:MGI Symbol;Acc:MGI:1919334]","protein_coding"
"45601","ENSMUSG00000035790.16","MGI:1914244","Cep19","16",1,31918618,31926887,"centrosomal protein 19 [Source:MGI Symbol;Acc:MGI:1914244]","protein_coding"
"45602","ENSMUSG00000052384.15","MGI:2445095","Nrros","16",-1,31961603,31984412,"negative regulator of reactive oxygen species [Source:MGI Symbol;Acc:MGI:2445095]","protein_coding"
"45603","ENSMUSG00000075269.6","MGI:3588247","Bex6","16",1,31998641,32005790,"brain expressed family member 6 [Source:MGI Symbol;Acc:MGI:3588247]","protein_coding"
"45604","ENSMUSG00000035764.6","MGI:2447775","Fbxo45","16",-1,32048930,32065976,"F-box protein 45 [Source:MGI Symbol;Acc:MGI:2447775]","protein_coding"
"45606","ENSMUSG00000022787.11","MGI:1916230","Wdr53","16",1,32066045,32075901,"WD repeat domain 53 [Source:MGI Symbol;Acc:MGI:1916230]","protein_coding"
"45608","ENSMUSG00000046345.6","MGI:1916826","Smco1","16",1,32090286,32093599,"single-pass membrane protein with coiled-coil domains 1 [Source:MGI Symbol;Acc:MGI:1916826]","protein_coding"
